Period,Application_ID,Cost,Source,Source_Item
2019-09,SISLAB,0.0,Azure,General Block Blob - List and Create Container Operations
2019-05,PYTHIA,173.0,Azure,Azure App Service Standard Plan - S1 - Dev/Test
2019-07,SISLAB,22.0,Azure,Premium SSD Managed Disks - P6 - Disks - EU West
2019-07,GEORE1,68.0,Azure,Azure Database for PostgreSQL General Purpose - Storage - Data Stored - EU West
2019-09,SISLAB,1.0,Azure,Backup - GRS Data Stored
2019-08,SISLAB,0.0,Azure,General Block Blob - RA-GRS Data Stored
2019-02,GEORE1,26.0,Azure,Virtual Machines Dv2/DSv2 Series - D4 v2/DS4 v2  - EU West
2019-08,SISLAB,234.0,Azure,Virtual Machines NC Series - NC12 - EU West
2019-09,GEORE1,0.0,Azure,Queues v2 - Class 2 Operations - EU West
2019-06,SISLAB,0.0,Azure,Tiered Block Blob - GRS - List and Create Container Operations - EU West
2019-07,SISLAB,7507.0,Group Technology Management,Server Instances - Swisscom ESC
2019-07,DNA,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-03,DSC,2468.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-05,SAMS,11.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2019-03,DSC,3513.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-09,TMA,8.0,Swisscom,Application Cloud Dynamic Storage (S3) units
2019-01,DSW,626.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2019-09,PYTHIA,63.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2018-11,PYTHIA,4859.0,Utilization,IBM Slovakia
2018-10,SAMS,483.0,Utilization,CTCO
2019-04,SAMS,117.0,Group Technology Management,Server Instances - Swisscom ESC
2019-06,TMA,59.0,Group Technology Management,Transactional Content Management Storage
2019-03,INSIGHTSRE,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-06,DSW,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-08,DOCSEARCH,170.0,Group Technology Management,Developer Workplace: GIT
2019-06,SISLAB,0.0,Azure,General Block Blob - List and Create Container Operations
2019-03,GEORE1,10.0,Azure,Virtual Machines Dv3/DSv3 Series - D2 v3/D2s v3  - EU West
2019-08,SISLAB,6.0,Azure,Backup - GRS Data Stored
2019-04,TMA,4.0,Azure,Azure Monitor - Alerts - System Logs Monitored at 15 Minute Frequency
2019-03,TMA,74.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-03,DSW,25.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-08,TMA,1.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-06,SISLAB,9638.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2018-12,INSIGHTSRE,21725.0,Utilization,IBM Zurich
2019-03,INSIGHTSRE,2677.0,Utilization,TwoImpulse
2019-06,TMA,2639.0,Utilization,Rajesh Mahadevaiyer
2019-07,LHTI,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-08,WATSONEXP,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-05,LHTI,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-01,SAMS,77.0,Group Technology Management,Enterprise Batch Management UC4 Jobs
2019-05,DSW,170.0,Group Technology Management,Developer Workplace: GIT
2019-03,TMA,170.0,Group Technology Management,Developer Workplace: GIT
2019-06,DSC,4388.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-05,DSW,240.0,Utilization,Expert System
2019-03,GEORE1,89.0,Azure,Tiered Block Blob - Hot RA-GRS - Data Stored - EU West
2019-02,SISLAB,0.0,Azure,General Block Blob - RA-GRS Data Stored
2019-02,SISLAB,0.0,Azure,Tables - Batch Write Operations
2019-06,SISLAB,0.0,Azure,Storage - Bandwidth - Geo-Replication Data Transfer - EU West
2019-08,GEORE1,0.0,Azure,Storage - Bandwidth - Geo-Replication v2 Data Transfer - EU West
2019-09,SISLAB,4.0,Azure,Insight and Analytics - Nodes
2019-03,SISLAB,18.0,Azure,Premium SSD Managed Disks - P10 - Disks - EU West
2019-06,TMA,8564.0,Swisscom,Application Cloud Memory units
2019-05,INSIGHTSRE,9098.0,Swisscom,Enterprise Service Cloud Platinum Standard Fast Storage units
2019-04,INSIGHTSRE,254.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-09,SAMS,0.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-03,TMA,204.0,Swisscom,"Application Cloud MongoDB ""small"" units"
2019-02,TMA,5.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2019-02,DOCPROXY,62.0,Group Technology Management,IBM WebSphere Datapower Services
2019-05,SAMS,117.0,Group Technology Management,Server Instances - Swisscom ESC
2019-02,TMA,59.0,Group Technology Management,Transactional Content Management Storage
2019-07,OCR,187.0,Group Technology Management,Swisscom Application Cloud Memory
2019-09,DOCSEARCH,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-07,SISLAB,710.0,Group Technology Management,Tableau Projects 2019+
2019-04,GEORE1,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-02,SAMS,170.0,Group Technology Management,Developer Workplace: GIT
2019-07,SAMS,170.0,Group Technology Management,Developer Workplace: GIT
2019-01,INSIGHTSRE,9867.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-07,GEORE1,0.0,Azure,Files - GRS Data Stored
2019-07,GEORE1,0.0,Azure,Tiered Block Blob - All Other Operations - EU West
2019-03,SISLAB,0.0,Azure,General Block Blob - RA-GRS Data Stored
2019-06,SISLAB,17.0,Azure,Premium SSD Managed Disks - P4 - Disks - EU West
2018-12,INSIGHTSRE,2933.0,Utilization,Subhradeep Das
2019-02,DSW,3525.0,Utilization,IBM India
2019-01,TMA,2639.0,Utilization,Rajesh Mahadevaiyer
2019-01,INSIGHTSRE,1778.0,Swisscom,"Enterprise Cloud Server Memory ""HA"" units"
2019-02,DSW,1.0,Swisscom,"Enterprise Cloud Server Memory ""HA"" units"
2019-06,SISLAB,5158.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-01,PYTHIA,1349.0,Group Technology Management,Server Instances - Swisscom ESC
2019-04,PYTHIA,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-04,SISLAB,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-09,LHTI,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-05,SISLAB,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-02,DSW,170.0,Group Technology Management,Developer Workplace: GIT
2019-08,GEORE1,170.0,Group Technology Management,Developer Workplace: GIT
2019-08,SISLAB,21.0,Azure,Premium SSD Managed Disks - P10 - Disks - EU West
2019-07,SISLAB,0.0,Azure,Virtual Machines Dv3/DSv3 Series - D2 v3/D2s v3 - EU West
2019-03,GEORE1,0.0,Azure,Storage - Bandwidth - Geo-Replication v2 Data Transfer - EU West
2019-03,SISLAB,0.0,Azure,Azure App Service Free Plan - F1
2019-02,SISLAB,0.0,Azure,Tables - Read Operations
2019-03,GEORE1,12.0,Azure,Standard SSD Managed Disks - E20 - Disks - EU West
2019-07,SISLAB,0.0,Azure,Azure Cosmos DB - Data Stored - US West
2019-09,GEORE1,0.0,Azure,Files - Protocol Operations
2018-08,DSW,18197.0,Utilization,IBM Slovakia
2018-09,PYTHIA,1955.0,Utilization,Abhishek M
2018-11,DOCSEARCH,817.0,Utilization,Milan Kuchta
2019-01,SISLAB,441.0,Swisscom,"Enterprise Cloud Backup Storage ""remote"" units"
2019-08,DATAROBOT,418.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-05,PYTHIA,2.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-03,DATAROBOT,1622.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2019-08,TMA,275.0,Swisscom,"Application Cloud MongoDB ""small"" units"
2019-08,INSIGHTSRE,8036.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2019-01,DNA,1273.0,Swisscom,Application Cloud Memory units
2019-04,DSW,4421.0,Swisscom,Enterprise Service Cloud Platinum Standard Memory units
2019-01,INSIGHTSRE,12.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-08,SISLAB,40.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-01,SAMS,6.0,Swisscom,Enterprise Service Cloud Platinum Standard Snapshot units
2019-03,GEORE1,2.0,Azure,Premium SSD Managed Disks - P15 - Disks - EU West
2019-08,SISLAB,0.0,Azure,Queues - LRS - Class 1 Operations
2019-03,GEORE1,12.0,Azure,Premium SSD Managed Disks - P15 - Disks - US East
2019-05,SISLAB,1.0,Azure,General Block Blob - LRS Data Stored
2019-01,SISLAB,0.0,Azure,Storage - Bandwidth - Geo-Replication Data Transfer - US South Central
2019-04,GEORE1,21.0,Azure,Standard HDD Managed Disks - S20 - Disks - EU West
2019-07,SISLAB,15.0,Azure,Backup - Azure VM and on-premises Server - Protected Instances
2019-04,TMA,0.0,Azure,Log Analytics - Free - Data Analyzed
2019-09,PYTHIA,0.0,Azure,Tiered Block Blob - LRS - List and Create Container Operations - IN Central
2019-05,PYTHIA,1349.0,Group Technology Management,Server Instances - Swisscom ESC
2019-09,PYTHIA,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-09,OCR,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-02,DATAROBOT,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-04,SAMS,550.0,Group Technology Management,PowerCenter Applications
2018-06,TMA,32204.0,Utilization,CTCO
2018-10,DSW,9908.0,Utilization,IBM India
2018-02,TMA,4087.0,Utilization,Miroslav Semerad
2017-01,TMA,9661.0,Utilization,CTCO
2019-04,INSIGHTSRE,4015.0,Utilization,TwoImpulse
2018-01,DSW,19626.0,Utilization,IBM India
2017-01,DNA,0.0,Utilization,Ladislas Jacobe de Naurois
2018-11,DSW,0.0,Utilization,Vinay Pokuri
2018-05,DOCSEARCH,0.0,Utilization,Vinay Pokuri
2018-09,SAMS,644.0,Utilization,CTCO
2019-08,SAMS,41.0,Utilization,Milan Kuchta
2019-02,DSW,3896.0,Swisscom,Enterprise Service Cloud Platinum Standard Memory units
2019-03,INSIGHTSRE,263.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-07,SAMS,11.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2019-02,SISLAB,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-06,SAMS,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-09,LHTI,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-02,BCHART,170.0,Group Technology Management,Developer Workplace: GIT
2019-08,SISLAB,170.0,Group Technology Management,Developer Workplace: VSTS
2019-04,GEORE1,170.0,Group Technology Management,Developer Workplace: VSTS
2019-01,TMA,1871.0,Group Technology Management,Oracle Database GB Allocated
2019-01,PYTHIA,1516.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-08,INSIGHTSRE,89.0,Group Technology Management,Server Storage HNAS - on premise
2019-07,SISLAB,0.0,Azure,Azure App Service Free Plan - Linux - F1
2019-08,SISLAB,17.0,Azure,Premium SSD Managed Disks - P4 - Disks - EU West
2019-04,SISLAB,20.0,Azure,Virtual Machines NV Series - NV6  - EU West
2019-08,SISLAB,2.0,Azure,Standard SSD Managed Disks - Disk Operations
2019-02,DNA,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-03,DNA,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-01,GEORE1,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-02,SISLAB,264.0,Group Digital & Information Services,XenApp Hosted Application (Citrix)
2019-07,DSC,1.0,Group Technology Management,Server Storage HNAS - on premise
2019-05,GEORE1,18.0,Azure,Virtual Machines Dv3/DSv3 Series - D4 v3/D4s v3  - EU West
2019-07,SISLAB,33.0,Azure,Virtual Machines NC Series - NC12 - EU West
2019-05,SISLAB,47.0,Azure,API Management - Developer - Unit
2019-01,GEORE1,167.0,Azure,Azure Database for PostgreSQL General Purpose - Compute Gen5 - vCore - EU West
2019-06,SISLAB,0.0,Azure,Files - Protocol Operations
2019-07,SISLAB,1.0,Azure,Log Analytics - Data Analyzed
2019-01,SISLAB,112.0,Azure,Azure Database for PostgreSQL General Purpose - Compute Gen5 - vCore - US East
2018-02,DSW,15871.0,Utilization,Marco Strullato
2018-07,INSIGHTSRE,1955.0,Utilization,Subhradeep Das
2019-03,DNA,1671.0,Utilization,Kallirroi Flouri
2017-12,DNA,1288.0,Utilization,CTCO
2019-09,TMA,28.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-01,DSC,0.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-04,DSC,3860.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2019-05,SAMS,18.0,Swisscom,"Enterprise Service Cloud Platinum Standard Backup ""remote"" units"
2019-06,SAMS,76.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2018-12,DSW,4644.0,Utilization,Vimal Kumar
2018-10,INSIGHTSRE,13365.0,Utilization,Paolo Tortora
2017-10,TMA,2444.0,Utilization,Parveez Fathima
2019-06,DSW,0.0,Utilization,Vinay Pokuri
2018-08,PYTHIA,978.0,Utilization,Sankarshan Mridha
2018-03,SAMS,644.0,Utilization,CTCO
2019-05,GEORE1,4.0,Azure,Standard Page Blob v2 - RA-GRS Data Stored - EU West
2019-08,PYTHIA,0.0,Azure,Tiered Block Blob - All Other Operations - IN Central
2019-03,GEORE1,0.0,Azure,Standard Page Blob v2 - Disk Read Operations - EU West
2019-01,SISLAB,16.0,Azure,Azure App Service Premium v2 Plan - Linux - P1 v2 - EU West
2019-04,GEORE1,0.0,Azure,IP Addresses - Basic - Static Public IP
2019-05,SISLAB,21.0,Azure,Premium SSD Managed Disks - P10 - Disks - EU West
2019-03,INSIGHTSRE,2522.0,Group Technology Management,Server Instances - Swisscom ESC
2019-09,TMA,917.0,Group Technology Management,PowerCenter Applications
2019-03,DOCSEARCH,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-01,DOCSEARCH,170.0,Group Technology Management,Developer Workplace: SVN
2019-05,OCR,170.0,Group Technology Management,Developer Workplace: WIKI
2019-03,SISLAB,188.0,Swisscom,Application Cloud Memory units
2019-06,TMA,12.0,Swisscom,Application Cloud Dynamic Storage (S3) encrypted units
2019-03,PYTHIA,65.0,Swisscom,"Enterprise Service Cloud Platinum Standard Backup ""remote"" units"
2019-07,INSIGHTSRE,4720.0,Swisscom,Application Cloud Memory units
2019-07,DSW,1261.0,Swisscom,Enterprise Service Cloud Platinum Standard Fast Storage units
2019-04,DATAROBOT,1.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-07,DSW,32.0,Swisscom,Enterprise Service Cloud Platinum Advanced ECO Storage units
2019-06,DATAROBOT,411.0,Group Technology Management,Server Instances - Swisscom ESC
2019-09,INSIGHTSRE,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-02,SISLAB,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-03,TMA,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-06,SAMS,550.0,Group Technology Management,PowerCenter Applications
2019-04,DSW,3422.0,Utilization,Vimal Kumar
2019-06,PYTHIA,4764.0,Utilization,IBM Slovakia
2017-10,OCR,1522.0,Utilization,TCS
2019-03,GEORE1,5.0,Azure,Bandwidth - Data Transfer Out - Zone 1
2019-02,SISLAB,63.0,Azure,Virtual Machines Av2 Series - A8m v2  - EU West
2019-05,SISLAB,0.0,Azure,Storage - Bandwidth - Geo-Replication Data Transfer - US South Central
2019-01,SISLAB,1.0,Azure,Premium SSD Managed Disks - P15 - Disks - EU West
2019-07,SISLAB,30.0,Azure,Azure Database for MySQL Basic - Compute Gen5 - vCore - EU West
2019-05,SISLAB,0.0,Azure,Machine Learning Model Management - Free Tier - Preview
2019-07,SISLAB,0.0,Azure,Storage - Bandwidth - Geo-Replication Data Transfer - US West
2019-03,WATSONEXP,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-01,DOCSEARCH,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-09,TMA,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-04,TMA,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-09,VISREPBOXI,0.0,Group Technology Management,Oracle Database GB Allocated
2019-06,SISLAB,102.0,Group Digital & Information Services,XenApp Hosted Application (Citrix)
2018-04,DOCSEARCH,21416.0,Utilization,CTCO
2019-06,DOCSEARCH,19322.0,Utilization,CTCO
2018-04,OCR,1226.0,Utilization,Milan Kuchta
2019-04,SAMS,483.0,Utilization,CTCO
2019-09,GEORE1,0.0,Azure,Tiered Block Blob - GRS - List and Create Container Operations - EU West
2019-06,SISLAB,0.0,Azure,Azure Cosmos DB - Data Stored - US West
2019-07,SISLAB,49.0,Azure,API Management - Developer - Unit
2019-09,TMA,0.0,Azure,Tables - LRS Data Stored
2019-01,GEORE1,67.0,Azure,Tiered Block Blob - Hot RA-GRS - Data Stored - EU West
2019-05,INSIGHTSRE,4710.0,Swisscom,Application Cloud Memory units
2019-05,SISLAB,2155.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-03,DSW,62.0,Swisscom,Enterprise Service Cloud Platinum Advanced Memory units
2019-09,INSIGHTSRE,11.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-04,TMA,60.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-06,TMA,39.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-07,SISLAB,0.0,Azure,Files - Protocol Operations
2019-05,SISLAB,0.0,Azure,General Block Blob - List and Create Container Operations
2019-07,PYTHIA,0.0,Azure,Tiered Block Blob - All Other Operations - IN Central
2019-09,PYTHIA,0.0,Azure,Tables - LRS Data Stored - IN Central
2019-08,PYTHIA,0.0,Azure,Files - LRS Data Stored - IN Central
2018-10,PYTHIA,1466.0,Utilization,Sankarshan Mridha
2018-06,SAMS,483.0,Utilization,CTCO
2019-07,PYTHIA,861.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-09,DATAROBOT,170.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-06,DSW,1835.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-02,INSIGHTSRE,568.0,Swisscom,Enterprise Cloud Server CPU units
2019-04,DSW,146.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-06,INSIGHTSRE,5161.0,Group Technology Management,Server Instances - Swisscom ESC
2019-05,TMA,160.0,Group Technology Management,IBM WebSphere Datapower Services
2019-04,VISREPBOXI,2146.0,Group Technology Management,Business Objects Applications
2019-06,DNA,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-09,SISLAB,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-04,LHTI,55.0,Group Technology Management,Swisscom Application Cloud Memory
2019-05,LHTI,55.0,Group Technology Management,Swisscom Application Cloud Memory
2019-04,DATAROBOT,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-06,SISLAB,18845.0,Group Technology Management,Oracle Database GB Allocated
2019-08,INSIGHTSRE,1098.0,Group Technology Management,Swisscom Application Cloud Memory
2019-06,DSW,170.0,Group Technology Management,Developer Workplace: GIT
2019-02,SISLAB,18492.0,Group Technology Management,Oracle Database GB Allocated
2019-06,PYTHIA,1090.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-01,SISLAB,339.0,Group Digital & Information Services,XenApp Hosted Application (Citrix)
2019-08,SISLAB,28.0,Azure,Azure Database for MySQL Basic - Compute Gen5 - vCore - EU West
2019-04,PYTHIA,0.0,Azure,Bandwidth - Data Transfer Out - Zone 1
2019-04,SISLAB,0.0,Azure,Azure Cosmos DB - Data Stored - US West
2019-03,GEORE1,0.0,Azure,Queues v2 - GRS - Class 1 Operations - EU West
2019-04,SISLAB,22.0,Azure,Premium SSD Managed Disks - P6 - Disks - EU West
2018-05,DSW,5751.0,Utilization,Expert System
2017-11,DNA,2254.0,Utilization,CTCO
2019-02,DSW,2636.0,Utilization,Expert System
2017-07,SAMS,644.0,Utilization,CTCO
2019-06,DATAROBOT,1.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-04,DSW,609.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-07,SISLAB,2235.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-04,SISLAB,1993.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-06,DSW,433.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-05,SAMS,78.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2019-03,TMA,4.0,Azure,Azure Monitor - Alerts - System Logs Monitored at 15 Minute Frequency
2019-01,PYTHIA,0.0,Azure,Bandwidth - Data Transfer Out - Zone 1
2019-03,SISLAB,1.0,Azure,Standard HDD Managed Disks - S4 - Disks - US South Central
2019-01,SISLAB,2.0,Azure,Log Analytics - Data Analyzed
2019-08,SISLAB,0.0,Azure,Azure App Service Free Plan - Linux - F1
2019-09,SISLAB,0.0,Azure,Tiered Block Blob - Hot GRS - Data Stored - EU West
2019-09,SISLAB,2.0,Azure,Premium SSD Managed Disks - P10 - Disks - UK South
2019-04,TMA,160.0,Group Technology Management,IBM WebSphere Datapower Services
2019-05,DOCSEARCH,630.0,Group Technology Management,Enterprise Batch Management UC4 Jobs
2019-07,TMA,45.0,Group Technology Management,Microsoft SQL Database GB Allocated
2019-03,SAMS,77.0,Group Technology Management,Enterprise Batch Management UC4 Jobs
2019-04,TMA,59.0,Group Technology Management,Transactional Content Management Storage
2019-09,SAMS,7.0,Swisscom,Enterprise Service Cloud Platinum Standard Fast Storage units
2019-01,PYTHIA,266.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2019-03,TMA,51848.0,Utilization,CTCO
2019-04,TMA,46052.0,Utilization,CTCO
2018-06,DSW,20769.0,Utilization,IBM Slovakia
2018-07,DSW,20674.0,Utilization,IBM Slovakia
2018-12,DSW,4074.0,Utilization,Expert System
2018-07,TMA,27051.0,Utilization,CTCO
2018-01,OCR,13150.0,Utilization,TCS
2019-04,DSW,2933.0,Utilization,Mallikarjun .
2018-03,INSIGHTSRE,978.0,Utilization,Subhradeep Das
2019-06,GEORE1,14.0,Azure,Storage - Bandwidth - Geo-Replication v2 Data Transfer - EU West
2019-07,GEORE1,0.0,Azure,Log Analytics - Data Analyzed
2019-09,SISLAB,5.0,Azure,Virtual Machines Dv2/DSv2 promo Series - D3 v2/DS3 v2 - EU West - Expired
2019-07,GEORE1,0.0,Azure,Tiered Block Blob - Hot GRS - Data Stored - EU West
2019-06,SISLAB,46.0,Azure,API Management - Developer - Unit
2019-07,PYTHIA,179.0,Azure,Azure App Service Standard Plan - S1 - Dev/Test
2019-02,GEORE1,6.0,Azure,Log Analytics - Data Analyzed
2019-05,INSIGHTSRE,13007.0,Swisscom,Enterprise Service Cloud Platinum Standard Memory units
2019-04,DATAROBOT,574.0,Swisscom,Enterprise Service Cloud Platinum Standard Fast Storage units
2019-02,SAMS,71.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2019-06,SISLAB,19.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2019-05,DSW,4164.0,Group Technology Management,Server Instances - Swisscom ESC
2019-05,OCR,170.0,Group Technology Management,Developer Workplace: GIT
2019-01,TMA,59.0,Group Technology Management,Transactional Content Management Storage
2019-09,SFILE,710.0,Group Technology Management,Tableau Projects 2019+
2019-02,OCR,277.0,Group Technology Management,Enterprise Batch Management UC4 Jobs
2019-06,LHTI,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-03,DSW,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-09,DNA,170.0,Group Technology Management,Developer Workplace: GIT
2019-04,SAMS,77.0,Group Technology Management,Enterprise Batch Management UC4 Jobs
2019-06,TMA,917.0,Group Technology Management,PowerCenter Applications
2019-04,SISLAB,0.0,Azure,General Block Blob - RA-GRS Data Stored
2019-05,SISLAB,0.0,Azure,Bandwidth - Data Transfer In - Zone 1
2019-07,SISLAB,0.0,Azure,Bandwidth - Data Transfer Out - Zone 2
2019-04,GEORE1,1.0,Azure,Storage - Bandwidth - Geo-Replication v2 Data Transfer - EU West
2019-09,TMA,0.0,Azure,Files - Protocol Operations
2019-01,SISLAB,0.0,Azure,Files - LRS - Write Operations
2017-01,TMA,2452.0,Utilization,Miroslav Semerad
2018-09,TMA,5277.0,Utilization,Rajesh Mahadevaiyer
2017-11,DOCSEARCH,817.0,Utilization,Milan Kuchta
2018-07,TMA,817.0,Utilization,Miroslav Semerad
2019-09,DSW,2.0,Swisscom,Enterprise Service Cloud Platinum Standard ECO Storage units
2019-05,INSIGHTSRE,330.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-02,SAMS,1.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-09,SISLAB,5.0,Swisscom,Enterprise Service Cloud Platinum Standard UltraFast Storage units
2019-05,TMA,23.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-03,DOCPROXY,968.0,Swisscom,Application Cloud Memory units
2019-01,DATAROBOT,1146.0,Swisscom,"Enterprise Cloud Backup Storage ""remote"" units"
2019-03,INSIGHTSRE,5702.0,Swisscom,Enterprise Service Cloud Platinum Standard Memory units
2019-01,DATAROBOT,308.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-09,PYTHIA,1.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-09,DSW,675.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-09,SISLAB,0.0,Azure,Storage - Bandwidth - Geo-Replication Data Transfer - US West
2019-06,SISLAB,0.0,Azure,Virtual Network Peering - Ingress
2019-06,SISLAB,12.0,Azure,Container Registry - Standard - Registry Units
2019-07,PYTHIA,0.0,Azure,Tiered Block Blob - LRS - List and Create Container Operations - IN Central
2019-01,SISLAB,0.0,Azure,Tables - Scan Operations
2019-06,GEORE1,3.0,Azure,Standard HDD Managed Disks - S6 - Disks - EU West
2019-02,SISLAB,13.0,Azure,Backup - Azure VM and on-premises Server - Protected Instances
2017-12,TMA,18356.0,Utilization,CTCO
2018-02,OCR,11303.0,Utilization,TCS
2018-08,PYTHIA,1955.0,Utilization,Abhishek M
2018-07,PYTHIA,1955.0,Utilization,Sankarshan Mridha
2019-03,PYTHIA,489.0,Utilization,Vimal Kumar
2019-02,SAMS,644.0,Utilization,CTCO
2019-05,DNA,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-01,DATAROBOT,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-03,DSW,7060.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-05,LHTI,293.0,Swisscom,Application Cloud Memory units
2019-03,SISLAB,15.0,Swisscom,Enterprise Service Cloud Platinum Standard UltraFast Storage units
2019-01,DSC,0.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-09,SISLAB,0.0,Azure,Bandwidth - Data Transfer In - Zone 1
2019-06,GEORE1,3.0,Azure,Standard Page Blob v2 - RA-GRS Data Stored - EU West
2019-08,SISLAB,0.0,Azure,Azure App Service Free Plan - F1
