Period,Application_ID,Cost,Source,Source_Item
2018-03,DSW,15871.0,Utilization,Marco Strullato
2019-08,OCR,5434.0,Utilization,TCS
2017-12,SAMS,644.0,Utilization,CTCO
2019-06,DATAROBOT,574.0,Swisscom,Enterprise Service Cloud Platinum Standard Fast Storage units
2019-02,PYTHIA,779.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2019-04,DATAROBOT,534.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-03,INSIGHTSRE,2194.0,Swisscom,"Enterprise Service Cloud Platinum Standard Backup ""remote"" units"
2017-02,DNA,22543.0,Utilization,CTCO
2017-05,DNA,13687.0,Utilization,CTCO
2018-12,INSIGHTSRE,5240.0,Utilization,IBM Slovakia
2019-07,DSW,0.0,Utilization,Vinay Pokuri
2018-01,DOCSEARCH,0.0,Utilization,Vinay Pokuri
2019-06,PYTHIA,1671.0,Utilization,Nuno Mesquita
2019-05,SAMS,644.0,Utilization,CTCO
2019-07,GEORE1,22.0,Azure,Standard HDD Managed Disks - S20 - Disks - EU West
2019-02,SISLAB,0.0,Azure,Bandwidth - Data Transfer In - Zone 2
2019-06,GEORE1,1.0,Azure,Bandwidth - Data Transfer Out - Zone 1
2019-03,SISLAB,1.0,Azure,Virtual Machines BS Series - B2s - US South Central
2019-05,GEORE1,0.0,Azure,Files - List Operations
2019-07,SISLAB,0.0,Azure,VM RI - Compute
2019-07,DSW,170.0,Group Technology Management,Developer Workplace: WIKI
2019-04,DATAROBOT,631.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-03,TMA,23.0,Swisscom,Application Cloud Dynamic Storage (S3) units
2019-03,SISLAB,1.0,Azure,Standard Page Blob - LRS Data Stored
2019-01,SISLAB,0.0,Azure,Logic Apps - Consumption - Built-in Actions
2019-08,SISLAB,15.0,Azure,Backup - Azure VM and on-premises Server - Protected Instances
2019-06,GEORE1,0.0,Azure,Bandwidth - Data Transfer In - Zone 1
2019-05,SISLAB,389.0,Azure,Azure App Service Standard Plan - S1 - Dev/Test
2019-01,SISLAB,0.0,Azure,Files - Protocol Operations
2019-09,SISLAB,0.0,Azure,Log Analytics - Data Analyzed
2019-03,GEORE1,10.0,Azure,Standard HDD Managed Disks - S20 - Disks - EU West
2018-10,OCR,1226.0,Utilization,Milan Kuchta
2017-05,OCR,409.0,Utilization,Milan Kuchta
2019-07,DATAROBOT,8.0,Swisscom,Enterprise Service Cloud Platinum Standard Memory units
2019-09,SAMS,6.0,Swisscom,"Enterprise Service Cloud Platinum Standard Backup ""remote"" units"
2019-09,SISLAB,11.0,Swisscom,Enterprise Service Cloud Platinum Basic Snapshot units
2019-09,TMA,103.0,Swisscom,"Application Cloud MongoDB ""small"" units"
2019-09,PYTHIA,170.0,Group Technology Management,Developer Workplace: VSTS
2019-08,SISLAB,14.0,Swisscom,Enterprise Service Cloud Platinum Standard UltraFast Storage units
2019-05,DATAROBOT,551.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-04,PYTHIA,4.0,Swisscom,Application Cloud Memory units
2019-05,DSW,377.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-01,SISLAB,7.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2019-02,SISLAB,0.0,Azure,Azure Cosmos DB - Data Stored - US West
2019-03,SISLAB,0.0,Azure,General Block Blob - List and Create Container Operations
2019-09,SISLAB,0.0,Azure,Storage - Bandwidth - Geo-Replication Data Transfer - US South Central
2019-01,DOCSEARCH,12.0,Group Technology Management,IBM WebSphere Datapower Services
2019-01,TMA,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-05,SISLAB,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-05,TMA,170.0,Group Technology Management,Developer Workplace: GIT
2019-04,INSIGHTSRE,8831.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2018-10,DSW,26009.0,Utilization,IBM Slovakia
2017-07,DNA,27761.0,Utilization,IBM
2019-03,DSW,5049.0,Utilization,IBM India
2018-10,TMA,5277.0,Utilization,Rajesh Mahadevaiyer
2019-03,DATAROBOT,47.0,Swisscom,"Enterprise Cloud Storage ""fast"" units"
2019-09,INSIGHTSRE,4144.0,Swisscom,Enterprise Service Cloud Platinum Standard Memory units
2019-05,SISLAB,16.0,Swisscom,Enterprise Service Cloud Platinum Standard Memory units
2019-01,DATAROBOT,957.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2019-08,SISLAB,5474.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-07,SISLAB,6.0,Swisscom,"Enterprise Service Cloud Platinum Standard Backup ""remote"" units"
2019-04,TMA,411.0,Group Technology Management,Server Instances - Swisscom ESC
2019-05,DOCSEARCH,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-02,PYTHIA,103.0,Group Technology Management,Microsoft SQL Database GB Allocated
2019-06,TMA,170.0,Group Technology Management,Developer Workplace: SVN
2019-09,OCR,170.0,Group Technology Management,Developer Workplace: GIT
2019-01,DSC,1.0,Group Technology Management,Server Storage HNAS - on premise
2017-12,DOCSEARCH,817.0,Utilization,Milan Kuchta
2019-06,DOCSEARCH,572.0,Utilization,Milan Kuchta
2019-09,TMA,1087.0,Utilization,TCS
2019-03,GEORE1,14.0,Azure,Azure Databricks - Standard - Data Analytics - DBU
2019-02,SISLAB,317.0,Azure,Azure App Service Standard Plan - S1 - Dev/Test
2019-03,SISLAB,0.0,Azure,Service Bus - Basic - Messaging Operations
2019-01,SISLAB,1.0,Azure,Files - List Operations
2019-04,SISLAB,0.0,Azure,Machine Learning Model Management - Free Tier - Preview
2019-03,DATAROBOT,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-03,SISLAB,258.0,Group Digital & Information Services,XenApp Hosted Application (Citrix)
2019-02,DSW,2.0,Swisscom,"Enterprise Cloud Backup Storage ""remote"" units"
2019-08,SISLAB,2153.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-07,PYTHIA,35.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-04,SISLAB,6.0,Swisscom,"Enterprise Service Cloud Platinum Standard Backup ""remote"" units"
2019-06,INSIGHTSRE,46.0,Swisscom,Application Cloud Dynamic Storage (S3) units
2019-01,SISLAB,0.0,Azure,General Block Blob - Delete Operations
2019-03,GEORE1,66.0,Azure,Virtual Machines Dv3/DSv3 Series - D4 v3/D4s v3  - EU West
2019-08,SISLAB,58.0,Azure,Standard HDD Managed Disks - S6 - Disks - EU West
2019-09,TMA,0.0,Azure,Bandwidth - Data Transfer Out - Zone 1
2018-06,TMA,6597.0,Utilization,Rajesh Mahadevaiyer
2017-08,DNA,835.0,Utilization,Marco Strullato
2019-03,SISLAB,0.0,Azure,Tiered Block Blob - Cool RA-GRS - Data Stored - EU West
2019-07,GEORE1,189.0,Azure,Tiered Block Blob - Hot RA-GRS - Data Stored - EU West
2019-02,SISLAB,0.0,Azure,Tables - Write Operations
2019-04,SISLAB,0.0,Azure,Tables - GRS - Write Operations
2019-06,SISLAB,21.0,Azure,Premium SSD Managed Disks - P10 - Disks - EU West
2019-09,SISLAB,0.0,Azure,Standard SSD Managed Disks - E4 - Disks - EU West
2019-05,SISLAB,0.0,Azure,Storage - Bandwidth - Geo-Replication Data Transfer - EU West
2019-03,OCR,187.0,Group Technology Management,Swisscom Application Cloud Memory
2019-06,PYTHIA,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-03,OCR,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-04,DOCSEARCH,170.0,Group Technology Management,Developer Workplace: SVN
2019-04,DOCPROXY,2122.0,Group Technology Management,IBM WebSphere Application Server ND Memory
2017-05,DNA,29273.0,Utilization,IBM
2018-08,DOCSEARCH,817.0,Utilization,Milan Kuchta
2018-12,DSW,1671.0,Utilization,Nuno Mesquita
2019-04,LHTI,282.0,Swisscom,Application Cloud Memory units
2019-09,PYTHIA,322.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-06,TMA,77.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-09,INSIGHTSRE,6275.0,Group Technology Management,Server Instances - Swisscom ESC
2019-01,SISLAB,5220.0,Group Technology Management,Server Instances - Swisscom ESC
2019-07,PYTHIA,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-08,SISLAB,710.0,Group Technology Management,Tableau Projects 2019+
2019-01,TMA,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-01,TMA,170.0,Group Technology Management,Developer Workplace: WIKI
2019-07,SISLAB,170.0,Group Technology Management,Developer Workplace: GIT
2019-08,SISLAB,170.0,Group Technology Management,Developer Workplace: GIT
2019-09,WATSONEXP,170.0,Group Technology Management,Developer Workplace: GIT
2019-01,DOCPROXY,187.0,Group Technology Management,Swisscom Application Cloud Memory
2018-04,INSIGHTSRE,32588.0,Utilization,IBM Zurich
2018-12,PYTHIA,2933.0,Utilization,Sankarshan Mridha
2018-09,OCR,1226.0,Utilization,Milan Kuchta
2018-01,OCR,1022.0,Utilization,Milan Kuchta
2017-06,DOCSEARCH,817.0,Utilization,Milan Kuchta
2019-09,GEORE1,0.0,Azure,Azure App Service Free Plan - F1
2019-06,PYTHIA,0.0,Azure,Tables - Read Operations
2019-01,DATAROBOT,1438.0,Swisscom,"Enterprise Cloud Storage ""fast"" units"
2019-07,SISLAB,16.0,Swisscom,Enterprise Service Cloud Platinum Standard Memory units
2019-02,SISLAB,3.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-07,INSIGHTSRE,49.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-05,DSW,875.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-09,INSIGHTSRE,903.0,Swisscom,"Enterprise Service Cloud Platinum Standard Backup ""remote"" units"
2018-11,INSIGHTSRE,10024.0,Utilization,Paolo Tortora
2019-08,PYTHIA,4764.0,Utilization,IBM Slovakia
2019-05,DOCSEARCH,572.0,Utilization,Milan Kuchta
2017-01,DSW,489.0,Utilization,Vimal Kumar
2018-10,PYTHIA,489.0,Utilization,Vimal Kumar
2019-05,SISLAB,0.0,Azure,Standard Page Blob - Disk Write Operations
2019-06,SISLAB,137.0,Azure,SQL Database Single Standard - S3 - DTUs
2019-06,SISLAB,0.0,Azure,General Block Blob - RA-GRS Data Stored
2019-02,INSIGHTSRE,4028.0,Swisscom,Application Cloud Memory units
2019-03,DATAROBOT,7.0,Swisscom,"Enterprise Cloud Server CPU ""HA"" units"
2019-05,DSW,1301.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-06,SAMS,14.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-06,TMA,20.0,Swisscom,Application Cloud Dynamic Storage (S3) units
2019-02,INSIGHTSRE,2346.0,Group Technology Management,Server Instances - Swisscom ESC
2019-04,INSIGHTSRE,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-05,SAMS,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-01,LHTI,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-07,PYTHIA,188.0,Group Technology Management,Microsoft SQL Database GB Allocated
2019-03,DOCPROXY,187.0,Group Technology Management,Swisscom Application Cloud Memory
2019-04,PYTHIA,13.0,Group Technology Management,Swisscom Application Cloud Memory
2018-08,DSW,8860.0,Utilization,IBM India
2017-08,DSW,2444.0,Utilization,Vimal Kumar
2019-01,DSW,0.0,Utilization,Vinay Pokuri
2018-01,DOCSEARCH,1022.0,Utilization,Milan Kuchta
2019-08,INSIGHTSRE,733.0,Utilization,Subhradeep Das
2019-08,LHTI,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-06,SAMS,75.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-08,DATAROBOT,1.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-07,SISLAB,5648.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-04,DSW,1789.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2019-01,SISLAB,0.0,Azure,Bandwidth - Data Transfer Out - Zone 2
2019-04,SISLAB,28.0,Azure,Azure Database for MySQL Basic - Compute Gen5 - vCore - EU West
2019-02,SISLAB,0.0,Azure,Tables - GRS - Batch Write Operations
2019-09,TMA,0.0,Azure,Tables - Batch Write Operations
2019-09,TMA,0.0,Azure,Container Registry - Basic - Registry Units
2019-04,DSW,3929.0,Group Technology Management,Server Instances - Swisscom ESC
2019-05,INSIGHTSRE,4926.0,Group Technology Management,Server Instances - Swisscom ESC
2019-09,WATSONEXP,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-03,DOCSEARCH,170.0,Group Technology Management,Developer Workplace: GIT
2019-02,OCR,170.0,Group Technology Management,Developer Workplace: GIT
2019-06,DNA,1231.0,Swisscom,Application Cloud Memory units
2019-05,SAMS,65.0,Swisscom,Enterprise Service Cloud Platinum Standard Memory units
2019-05,DATAROBOT,1625.0,Swisscom,Enterprise Service Cloud Platinum Basic Memory units
2019-09,SISLAB,1123.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-07,DATAROBOT,470.0,Swisscom,"Enterprise Service Cloud Platinum Standard Backup ""remote"" units"
2019-03,GEORE1,14.0,Azure,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2  - EU West
2019-07,SISLAB,0.0,Azure,Storage - Bandwidth - Geo-Replication Data Transfer - US South Central
2019-07,GEORE1,0.0,Azure,Standard Page Blob v2 - Disk Read Operations - EU West
2019-09,SISLAB,0.0,Azure,Azure App Service Free Plan - Linux - F1
2019-08,GEORE1,64.0,Azure,Azure Database for PostgreSQL General Purpose - Storage - Data Stored - EU West
2019-03,SISLAB,2.0,Azure,IP Addresses - Basic - Static Public IP
2019-09,SISLAB,0.0,Azure,Files - Protocol Operations
2019-07,PYTHIA,0.0,Azure,Tiered Block Blob - Hot LRS - Write Operations - IN Central
2019-06,SISLAB,14.0,Azure,Insight and Analytics - Nodes
2019-09,GEORE1,0.0,Azure,Azure App Service Free Plan - Linux - F1
2019-08,SISLAB,985.0,Azure,Virtual Machines NV Series - NV6 - EU West
2018-12,DOCSEARCH,6441.0,Utilization,CTCO
2019-09,INSIGHTSRE,733.0,Utilization,Subhradeep Das
2018-03,INSIGHTSRE,409.0,Utilization,Robert Mitosinka
2019-07,SISLAB,229.0,Swisscom,Application Cloud Memory units
2019-04,DOCSEARCH,170.0,Group Technology Management,Developer Workplace: GIT
2019-08,TMA,170.0,Group Technology Management,Developer Workplace: GIT
2019-01,DNA,265.0,Group Technology Management,Server Storage GB - on premise
2019-09,INSIGHTSRE,4434.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-08,GEORE1,0.0,Azure,Tiered Block Blob - GRS - List and Create Container Operations - EU West
2019-07,SISLAB,0.0,Azure,Tables - GRS - Batch Write Operations
2019-03,PYTHIA,0.0,Azure,Azure App Service Free Plan - F1
2019-01,SISLAB,0.0,Azure,Logic Apps - Consumption - Standard Connector Actions
2017-10,TMA,34297.0,Utilization,CTCO
2019-02,OCR,5434.0,Utilization,TCS
2019-02,DSW,0.0,Utilization,Vinay Pokuri
2018-06,DOCSEARCH,0.0,Utilization,Vinay Pokuri
2017-04,SAMS,204.0,Utilization,Milan Kuchta
2019-02,DSW,11.0,Swisscom,Enterprise Service Cloud Platinum Standard ECO Storage units
2019-02,TMA,7.0,Swisscom,Enterprise Service Cloud Platinum Standard Fast Storage units
2019-04,DSW,60.0,Swisscom,Enterprise Service Cloud Platinum Advanced Memory units
2019-07,TMA,1.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-02,INSIGHTSRE,0.0,Swisscom,Application Cloud Dynamic Storage (S3) units
2019-06,TMA,1333.0,Group Technology Management,Swisscom Application Cloud Memory
2019-01,INSIGHTSRE,600.0,Group Technology Management,Swisscom Application Cloud Memory
2019-08,SAMS,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-05,DOCSEARCH,170.0,Group Technology Management,Developer Workplace: WIKI
2019-03,PYTHIA,170.0,Group Technology Management,Developer Workplace: WIKI
2019-09,SISLAB,18845.0,Group Technology Management,Oracle Database GB Allocated
2019-02,SFILE,710.0,Group Technology Management,Tableau Projects 2019+
2019-03,SFILE,710.0,Group Technology Management,Tableau Projects 2019+
2019-07,SAMS,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-02,WATSONEXP,170.0,Group Technology Management,Developer Workplace: GIT
2019-05,SISLAB,170.0,Group Technology Management,Developer Workplace: VSTS
2019-06,OCR,550.0,Group Technology Management,PowerCenter Applications
2019-05,SAMS,550.0,Group Technology Management,PowerCenter Applications
2019-06,INSIGHTSRE,45.0,Group Technology Management,Server Storage HNAS - on premise
2019-08,DATAROBOT,8.0,Swisscom,Enterprise Service Cloud Platinum Standard Memory units
2019-07,SISLAB,2571.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-06,DSC,3.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-04,PYTHIA,2.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-07,SAMS,1.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-03,DSW,32.0,Swisscom,Enterprise Service Cloud Platinum Advanced ECO Storage units
2019-03,PYTHIA,40.0,Swisscom,"Enterprise Cloud Server Memory ""HA"" units"
2019-01,DSW,71.0,Swisscom,Enterprise Service Cloud Platinum Standard UltraFast Storage units
2019-08,DATAROBOT,40.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-09,DSW,2933.0,Utilization,Mallikarjun .
2018-05,TMA,6597.0,Utilization,Rajesh Mahadevaiyer
2018-12,TMA,2639.0,Utilization,Marc Giombetti
2019-03,SISLAB,0.0,Azure,Standard Page Blob - Disk Read Operations
2019-02,GEORE1,0.0,Azure,Files - List Operations
2019-01,TMA,0.0,Azure,Azure Monitor - Emails
2019-04,INSIGHTSRE,4848.0,Swisscom,Application Cloud Memory units
2019-05,SISLAB,293.0,Swisscom,Application Cloud Memory units
2019-08,DATAROBOT,141.0,Swisscom,Enterprise Service Cloud Platinum Standard Fast Storage units
2019-02,DSC,2286.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2018-11,DSW,16101.0,Utilization,IBM Slovakia
2019-02,TMA,4258.0,Utilization,TwoImpulse
2018-08,OCR,1226.0,Utilization,Milan Kuchta
2019-06,WATSONEXP,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-06,WATSONEXP,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-06,TMA,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-07,DOCSEARCH,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-06,SAMS,170.0,Group Technology Management,Developer Workplace: GIT
2019-05,DOCSEARCH,550.0,Group Technology Management,PowerCenter Applications
2019-09,OCR,944.0,Group Technology Management,Oracle Database GB Allocated
2019-09,PYTHIA,13.0,Group Technology Management,Swisscom Application Cloud Memory
2019-07,DATAROBOT,1622.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-09,GEORE1,1.0,Azure,Standard HDD Managed Disks - S6 - Disks - EU West
2019-01,GEORE1,3.0,Azure,Premium SSD Managed Disks - P4 - Disks - EU West
2019-05,GEORE1,78.0,Azure,Premium SSD Managed Disks - P20 - Disks - EU West
2019-01,SISLAB,1.0,Azure,Azure Database for MySQL Basic - Storage - Data Stored - EU West
2019-04,GEORE1,1.0,Azure,Standard HDD Managed Disks - S4 - Disks - EU West
2019-09,SISLAB,1.0,Azure,Standard Page Blob - LRS Data Stored
2019-03,PYTHIA,145.0,Azure,Azure App Service Standard Plan - S1 - Dev/Test
2019-01,GEORE1,0.0,Azure,Files - List Operations
2019-01,SISLAB,0.0,Azure,Standard Page Blob - Disk Read Operations
2019-04,PYTHIA,0.0,Azure,Azure App Service Free Plan - F1
2019-02,SISLAB,1.0,Azure,General Block Blob - LRS Data Stored
2019-09,SISLAB,0.0,Azure,Standard HDD Managed Disks - Disk Operations
2019-05,SISLAB,23.0,Azure,Azure Cosmos DB - 100 RU/s - US West
2019-09,SISLAB,4.0,Azure,Premium SSD Managed Disks - P6 - Disks - EU West
2019-08,GEORE1,3.0,Azure,Standard HDD Managed Disks - S6 - Disks - EU West
2019-03,SISLAB,0.0,Azure,General Block Blob - Delete Operations
2018-08,DSW,4399.0,Utilization,Vimal Kumar
2018-01,DSW,3115.0,Utilization,Expert System
2018-08,DNA,1671.0,Utilization,Kallirroi Flouri
2019-03,DSW,835.0,Utilization,Nuno Mesquita
2019-02,PYTHIA,1229.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-03,SISLAB,9156.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-08,DSC,4377.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-09,SISLAB,1175.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-08,DSW,23.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-06,DATAROBOT,631.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2019-04,DATAROBOT,455.0,Swisscom,"Enterprise Service Cloud Platinum Standard Backup ""remote"" units"
2019-02,GEORE1,0.0,Azure,Standard Page Blob v2 - Disk Read Operations - EU West
2019-01,SISLAB,0.0,Azure,Files - Read Operations
2019-07,SISLAB,0.0,Azure,Tiered Block Blob - GRS - List and Create Container Operations - EU West
2019-05,SISLAB,510.0,Azure,Virtual Machines NV Series - NV6  - EU West
2019-09,OCR,187.0,Group Technology Management,Swisscom Application Cloud Memory
2019-04,SFILE,710.0,Group Technology Management,Tableau Projects 2019+
2019-02,DNA,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-05,TMA,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-06,WATSONEXP,170.0,Group Technology Management,Developer Workplace: GIT
2018-05,OCR,22171.0,Utilization,TCS
2018-03,INSIGHTSRE,5811.0,Utilization,IBM Slovakia
2018-07,PYTHIA,1955.0,Utilization,Abhishek M
2018-05,DNA,3341.0,Utilization,Kallirroi Flouri
2019-06,INSIGHTSRE,690.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-04,TMA,62.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-02,DSC,1.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-09,DSC,82.0,Swisscom,Enterprise Service Cloud Platinum Basic UltraFast Storage units
2019-01,TMA,1.0,Swisscom,Enterprise Cloud Server CPU units
2019-07,SAMS,78.0,Swisscom,Enterprise Service Cloud Platinum Standard vCPU units
2019-01,TMA,576.0,Swisscom,Application Cloud RabbitMQ Enterprise units
2019-01,SAMS,73.0,Swisscom,"Enterprise Cloud Server CPU ""HA"" units"
2019-02,PYTHIA,529.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-09,DSC,6.0,Swisscom,Enterprise Service Cloud Platinum Basic ECO Storage units
2019-03,DSW,117.0,Swisscom,Enterprise Service Cloud Platinum Standard UltraFast Storage units
2019-03,DSW,1323.0,Swisscom,"Enterprise Service Cloud Platinum Standard Backup ""remote"" units"
2018-11,OCR,1226.0,Utilization,Milan Kuchta
2019-09,PYTHIA,1349.0,Group Technology Management,Server Instances - Swisscom ESC
2019-03,TMA,160.0,Group Technology Management,IBM WebSphere Datapower Services
2019-04,DNA,170.0,Group Technology Management,Developer Workplace: GIT
2019-07,VISREPBOXI,2146.0,Group Technology Management,Business Objects Applications
2019-03,SAMS,79.0,Group Technology Management,Swisscom Oracle DBaaS - CHF spent excl. VAT
2019-07,SISLAB,12.0,Azure,Standard HDD Managed Disks - S4 - Disks - EU West
2019-09,TMA,0.0,Azure,Log Analytics - Free - Data Analyzed
2019-08,SISLAB,4.0,Azure,Standard Page Blob - LRS Data Stored
2019-03,DNA,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-01,PYTHIA,170.0,Group Technology Management,Developer Workplace: WIKI
2019-09,DOCPROXY,187.0,Group Technology Management,Swisscom Application Cloud Memory
2019-01,DOCSEARCH,6791.0,Group Technology Management,IBM WebSphere Application Server ND Memory
2017-04,TMA,36391.0,Utilization,CTCO
2018-01,DSW,15871.0,Utilization,Marco Strullato
2019-02,DNA,1671.0,Utilization,Kallirroi Flouri
2019-04,DSW,835.0,Utilization,Nuno Mesquita
2019-03,GEORE1,0.0,Azure,IP Addresses - Basic - Static Public IP
2019-04,SISLAB,0.0,Azure,Azure App Service Free Plan - F1
2019-03,GEORE1,42.0,Azure,Files - GRS Data Stored
2019-02,SISLAB,34.0,Azure,Standard HDD Managed Disks - S10 - Disks - EU West
2019-09,TMA,0.0,Azure,Tables - Read Operations
2019-06,GEORE1,0.0,Azure,Files - Protocol Operations
2019-05,PYTHIA,0.0,Azure,Azure App Service Free Plan - F1
2019-08,GEORE1,0.0,Azure,Functions - Execution Time
2019-06,GEORE1,0.0,Azure,Standard HDD Managed Disks - S4 - Disks - EU West
2019-09,PYTHIA,48.0,Swisscom,"Enterprise Service Cloud Platinum Basic Backup ""remote"" units"
2019-07,DSW,321.0,Swisscom,"Enterprise Service Cloud Platinum Advanced Backup ""remote/local"" units"
2019-08,TMA,9596.0,Swisscom,Application Cloud Memory units
2019-07,TMA,14.0,Swisscom,Application Cloud Dynamic Storage (S3) encrypted units
2019-06,DATAROBOT,447.0,Swisscom,Enterprise Service Cloud Platinum Basic vCPU units
2019-02,TMA,51.0,Swisscom,Enterprise Service Cloud Platinum Basic Fast Storage units
2017-02,DNA,8353.0,Utilization,Kallirroi Flouri
2017-05,DNA,6682.0,Utilization,Kallirroi Flouri
2019-02,GEORE1,37.0,Azure,Premium SSD Managed Disks - P15 - Disks - US East
2019-06,SISLAB,0.0,Azure,Bandwidth - Data Transfer Out - Zone 2
2019-05,SISLAB,6.0,Azure,Backup - GRS Data Stored
2019-01,GEORE1,2.0,Azure,Premium SSD Managed Disks - P15 - Disks - US East
2019-09,PYTHIA,33.0,Azure,Azure App Service Standard Plan - S1 - Dev/Test
2019-01,SISLAB,346.0,Azure,Azure App Service Standard Plan - S1 - Dev/Test
2019-06,PYTHIA,1349.0,Group Technology Management,Server Instances - Swisscom ESC
2019-03,SISLAB,5982.0,Group Technology Management,Server Instances - Swisscom ESC
2019-07,TMA,1871.0,Group Technology Management,Oracle Database GB Allocated
2019-03,TMA,170.0,Group Technology Management,Developer Workplace: JIRA/SCMIMT
2019-09,SAMS,170.0,Group Technology Management,Developer Workplace: GIT
2017-06,TMA,38645.0,Utilization,CTCO
2019-07,INSIGHTSRE,20959.0,Utilization,IBM Slovakia
2017-05,DOCSEARCH,2717.0,Utilization,TCS
2018-09,DOCSEARCH,0.0,Utilization,Vinay Pokuri
2019-05,SISLAB,0.0,Azure,General Block Blob - RA-GRS Data Stored
2019-02,SISLAB,0.0,Azure,Bandwidth - Data Transfer In - Zone 1
2019-08,SISLAB,5.0,Azure,SQL Database Single Basic - B - DTUs
2019-05,SISLAB,2.0,Azure,Standard SSD Managed Disks - E4 - Disks - EU West
2019-02,OCR,170.0,Group Technology Management,Developer Workplace: BAMBOO
2019-02,INSIGHTSRE,170.0,Group Technology Management,Developer Workplace: DCSCM
2019-05,SISLAB,27.0,Group Technology Management,Swisscom Application Cloud Memory
2019-07,TMA,59.0,Group Technology Management,Transactional Content Management Storage
2019-09,DOCSEARCH,1633.0,Group Technology Management,Oracle Database GB Allocated
